title,url,descriptions
Harka Bahadur Singh,https://en.wikipedia.org/wiki/Harka_Bahadur_Singh,Harka Bahadur Singh (: ) is a  politician belonging to the . In the  he was elected from the -1 constituency winning 14506 votes.
Baban Singh,https://en.wikipedia.org/wiki/Baban_Singh,"Baban Singh (: ) is a  member of parliament and politician who won the -1 seat in the  as an . Singh won the seat with 9201 votes. At the time of the election Singh was on the 'most wanted list' of the Nepalese police forces.   According to  sources Singh was a member of the 'Terai Army'. .
Singh did not make any public appearance during the election campaign. Singh's campaign carried the slogan  ('Save me') pleading to the voters to use the vote in order to save him from a death penalty. Singh's family was active in running the campaign.
Singh has also been accused of inciting the violent uprising against maoists on March 21 2007 in  where 27  were killed.
On May 27 2008 Singh was able to reach the Birendra International Conference Centre to be sworn in as a Constituent Assembly member without being caught by police. On June 1 2008 he surrendered to the Gaur District Court but was released by the court on general date following legal proceedings."
Arjun Jang Bahadur Singh,https://en.wikipedia.org/wiki/Arjun_Jang_Bahadur_Singh,"Arjun Jang Bahadur Singh (: ) is a  politician. He was elected to the  in the  on behalf of the .
Singh was the NC candidate in the Bahjang-1 constituency for the ."
Ganesh Man Singh,https://en.wikipedia.org/wiki/Ganesh_Man_Singh,"Ganesh Man Singh (:गणेशमान सिंह) (November 9 1915 – September 18 1997) was the leader of the  in Nepal. He is revered as the Father of Democracy and the Iron-man of Nepali politics. He joined  to protest against the autocratic rule of the Ranas.
Ganesh Man Singh was born on November 9 1915 in Itum Bahal . His father was Gyan Man Singh and his mother was Sanunani Shrestha Singh. His father died when he was young so his grandfather Ratna Man Singh (who was Badakaji in the Rana regime) raised him.
He studied in  till class 6 when he was rusticated from the school for not respecting his fellow Rana students. He then went to  to study where he completed his matriculation from  in the first division. He studied until ISc (Intermediate of Science) then returned to Nepal in 1938.
Ganesh Man Singh was one of the main leaders of the Nepali Congress Movement in 2007 B.S. which was able to overthrow the Rana Regime. In 2015 B.S. he was elected as a Member of Parliament from  and later became a Cabinet Minister. After the coup d'état by King Mahendra Singh became one of the main leaders advocating for democracy in Nepal. He ultimately became the Supreme leader of  the title he held throughout his life.
He entered into politics formally by joining Praja Parisad the first political party of Nepal. in 1997 B.S. Only after three months into married life with  he was handed life imprisonment by Ranas for waging a revolution against their autocratic rule. He successfully escaped from the prison and continued his struggle against the Ranas with Krishna Bahadur Pradhan as his pseudonym.
After the coup of 1960 Singh was held without trial for eight years at the  Military Detention Camp.
Recognizing his outstanding contribution in the field of Human Rights Mr. Singh was honored by the  with the “Human Rights Award” in 1993. He is the first Statesman from South Asia to receive this prestigious award.
Singh had received the “United States Peace Run Prize” in 1990 for his contribution to peace in Nepal and the world and his leadership quality. He was also decorated by the “U Thant Peace Award”.
Ganesh Man Singh Foundation was established in the commemoration of Ganesh Man Singh with the presidency of his son Prakash Man Singh.
Singh made major contributions to Nepal. He was the leader of the anti-Rana Movement in 2007 B.S. as well as the leader of the Nepali Congress. He gave continuous efforts for the establishment of democracy over the autocratic rule of Ranas. He was the commander of the Mass Movement-I (2046 B.S.) Ganesh Man Singh's continued effort led to multi-party democracy's establishment in Nepal. He also showed his great renunciation by refusing the post of prime minister and instead suggesting the name of his friend  the post
He died on 2nd of Ashwin 2054 B.S at Kathmandu."
Shashi Shrestha,https://en.wikipedia.org/wiki/Shashi_Shrestha,"Shashi Shrestha (: शशी श्रेष्ठ) is a   Central Committee member of  (Amik Sherchan faction). She was appointed as Minister of State for Health and Population on April 29 2007.
Shrestha is the head of the Janamorcha-supported ."
Narayan Kaji Shrestha,https://en.wikipedia.org/wiki/Narayan_Kaji_Shrestha,"Narayan Kaji Shrestha (: ) alias  is a   politician. He has been affiliated with a number of  throughout his political career holding leadership positions. He was a  for the democratic movement to abolish the  in the 1980s. He remained in the political mainstream during the  and acted as a mediator. After the peaceful settlement of the conflict he formally joined the  and has held important political positions since 2008.
He has held the offices of the     Member of  and Member of  among others.
Narayan Kaji Shrestha was born in Jaubari village of Gorkha and holds a master's degree in public administration. He edited the weekly paper ""Mulankyan"" ""Garjan"" and ""Janamat"". He was a mathematics lecturer in the 1980s at .
He joined Nepal's communist movement in 1980. He was a second rung leader in the  before its major leaders formed CPN-Maoist and opted for an armed rebellion in 1996. He however did not join the rebellion on the grounds of working policy but helped it from outside while continuing with his peaceful political activities despite being underground as general secretary of the Unity Centre. Prakash fell away from Prachanda after the CPN-Unity Centre decided to wage an armed revolt in 1996. Addressing his first public function Prakash said the road to republic was still full of obstacles and that all forces that believe in democratic republic should unite.
He played a role in bringing the seven parties and CPN-Maoist together in creating the 12-point Understanding for the democracy movement in mid-April 2006. The movement culminated into a success with the king agreeing to hand over power to the seven parties.
In July 2008 he became a nominated Constituent Assembly member representing . His party 'Unity Center Masal' united with NCP Maoist on January 13 2009. Prakash became the deputy leader of the parliamentary party of Unified Maoist. After that Prakash got major responsibilities in the unified Nepal communist party Maoist. He was given control of the Parliamentary and governmental procedures before he was made the deputy leader of the Unified Maoist in the parliament.
On 2 August 2011 Shrestha was sworn in as Deputy Prime Minister and Home Minister in the final cabinet expansion of the 's (CPN-UML) led government. After Prime Minister Khanal's resignation on 14 August 2011 he remained in those positions in an acting capacity. On 4 September he was sworn in as Deputy Prime Minister and  in the new  coalition government led by Prime Minister Dr. . On 7 September 2011 he was appointed official government spokesman. From 19–26 September 2011 he participated in the United Nations General Assembly in New York."
Jog Meher Shrestha,https://en.wikipedia.org/wiki/Jog_Meher_Shrestha,"Jog Meher Shrestha (August 1927 – 6 December 2009) was a well known  politician belonging to the  and he was one of the founder members of RPP. He was politically active during the  period and served as minister of Home Affairs Panchayat and Land Reforms Health and Water Resources Law and Justice Education and Communication Panchayat and Local Development and Land Reforms. Notably Mr. Shrestha served as the Home Minister during the referudun which took place in May 1980. Mr. Shrestha was appointed Land Reform and Management Minister leading RPP in the coalition government led by  in 2004.
After the royal takeover (coup d'etat) of Nepal by  on 1st February 2005 when democratically elected members of the country's coalition government led by the Nepali Congress were deposed by Gyanendra King of Nepal and accused of misuse of the Prime Ministers Fund. In March 2005 he was released on bail. In June 2005 he was acquitted.
In 2006 Mr. Shrestha was acting chairman of the RPP.
Mr. Shrestha was admitted to hospital in  on 2 December 2009 complaining of bladder pain; he passed away four days later on 6 December 2009 9:00 am at the age of 82. Mr. Shrestha funeral took place on the same day at Pashupati Arya Ghat with state honours."
Gopal Man Shrestha,https://en.wikipedia.org/wiki/Gopal_Man_Shrestha,"Gopal Man Shrestha (/:गोपालमान श्रेष्ठ) is a  politician. He was elected to the  in the  on behalf of the .
He was Acting President of Nepali Congress Democratic. He is now a senior CWC member.
He is currently the deputy Prime Minister and Education Minister under  lead Government. He hails from Syangja District."
Kripasur Sherpa,https://en.wikipedia.org/wiki/Kripasur_Sherpa,Kripasur Sherpa (: ) is a member of the . He won the Bhojpur–1 seat in the  for the .
Uma Kant Sharma,https://en.wikipedia.org/wiki/Uma_Kant_Sharma,Uma Kant Sharma (: ) is a  politician belonging to the . In the  he was elected from the -2 constituency winning 17992 votes.
Dilli Raj Sharma,https://en.wikipedia.org/wiki/Dilli_Raj_Sharma,Dilli Raj Sharma is a  politician. He was elected to the  in the  on behalf of the .
Dama Kumari Sharma,https://en.wikipedia.org/wiki/Dama_Kumari_Sharma,Dama Kumari Sharma (: ) is a  politician belonging to the . In the  she was elected from the -2 constituency winning 20240 votes.
Janardan Sharma,https://en.wikipedia.org/wiki/Janardhan_Sharma,"Janardan Sharma (: ) is a Nepalese politician and former Finance Minister of Nepal. He is a three-time parliamentarian. He has previously served as Minister of Home Affairs Energy and Peace and Reconstruction.




Sharma was accused of changing  rates inviting unauthorized persons a day before budget for the next fiscal year was announced.  first broke the news. He later resigned. Parliamentary Probe Special Committee was formed to investigate the controversy. The committee concluded that they could not confirm the allegations about Sharma inviting outsiders to change the tax rates. He was later re-appointed as Finance Minister."
Astalaxmi Shakya,https://en.wikipedia.org/wiki/Astalaxmi_Shakya,"Astalaxmi Shakya (: ) is a Nepalese politician and former  of . She is first woman chief minister of Nepal. Governor  appointed Shakya as the chief minister as per Article 168 (1) of the  after she was unanimously elected parliamentary party leader of the  on 18 August 2021 following the resignation of outgoing chief minister  as both the parliamentary party leader and chief minister. On 9th March 2023 she was chosen as a candidate in the 2023 Nepalese vice presidential election from  .
First elected to parliament in 1999 Shakya served as the  from 2004 to 2005 and  from 2008 to 2009. She also currently serves as the vice-president of the .
Shakya was born in  in 1954. She was born on the eighth day of  festival on the day culturally known as Astami which is how she got her name. She was a second child among eight in a  family at  near Hanuman Dhoka Durbar Square.  After the completion of  in 1972 she joined a Chinese language class at Basantapur with her friend  who is now a writer. The two girls were often seen doing quite unusual activities for girls in those days – like riding bicycles or driving cars swimming and doing physical exercises.
Shakya went to  for her further education but dropped out from what she saw as "" education"" after four years. She started studying Chinese from which she learned about communism from her teacher Mahesh Man Shrestha a leftist intellectual and a physician. She was quite impressed by the life and contribution of  and read articles on struggles by women activists in China during the revolution.
After having observed Shakya's suspicious activities her parents decided to  for her. With the help of her sister Sunita and her friend Sulochana she made a plan to quit her home and devote her life for the party. In 1980 she ran away from home to avoid the marriage. After leaving her home she joined the .
Shakya and her colleagues in a Chinese language class formed a group of around sixty youths to continue to work to change their society through activities such as visiting villages to teach the people about communism and publishing booklets on revolutions and communist leaders. Without having connection with any political party they worked for three years. Her profession as a teacher helped her to participate in those activities as she could tell her parents that she would go to villages for her school work.
In 1980 she left her home pretending to go to attend a feast at her friend's house. Before that her important books and documents had already been carried out. She had collected all her photos which were with her relatives and burnt them. She donated all her belongings including expensive jewels to the party and took a vow to obey the party directives. At that time the party in-charge of the CPN (ML) in Bagmati Zone was Amrit Kumar Bohara who later became her life partner.
Soon after she entered into her underground life Shakya had to face a kind of test to prove that she was not an ordinary comfort-seeking city-dweller but could struggle for others' cause. Her party assigned her to work in  village of  located in the eastern side of the . She worked in Piskar for two years to establish the party organization. She stayed in the community of  ethnic minorities who live in the area. While staying there she lived in a cave for three months. She taught villagers reading and writing and about public health.
Shakya spent eleven years of underground life in different places of the country before the multi-party system was restored in 1990. She had stayed in  of  in  of Kathmandu as well as in  and  in eastern Nepal.  In 1984 she became a district committee member of Jhapa and in-charge of All Nepal Women Association in Mechi Zone. In 1988 she became a member of Mechi Zonal Committee.
Shakya was given various responsibilities by her party to head Muslim Ittehad Organization Central Law Department and Parliamentary Hearing Committee. She also played an important role to establish the women organization in her party. In February 1981 she along with Gaura Prasai Sushila Shrestha and others organized a secret conference of women cadres of the CPN (ML) in Hetauda where All Nepal Women Association was reformed to become more active. In this conference Shanta Manavi was elected as a president.
Shakya was elected as a member of  from a constituency in Kathmandu in the . She also became Minister of Women Children and Social Welfare in the coalition government and Minister of Industry and Commerce.
Shakya was elected Vice President of the CPN-UML party from the general convention. She has been the SC member of JOMPOPS since its formation in early 2010 and was the first elected Chairperson of the JOMPOPS platform.
Shakya was also elected as a  Member in November 2014. In 2015 she turned down the nomination of Labor minister to give other politicians a chance to work at the position.
In 1981 Shakya married  who is now a member of Standing Committee of the CPN- UML. They both applied in their party for marriage and the party decided to grant them permission. She has two children a son and a daughter. Both spent most of their childhood at her friends' houses growing up separately in different places."
Jagya Bahadur Shahi,https://en.wikipedia.org/wiki/Jagya_Bahadur_Shahi,"Jagya Bahadur Shahi (: ) is a  politician from  belonging to the . Shahi is the chairman of the NWPP youth wing the .
Shahi was arrested along with other NWPP activists in Dailekh in connection with pro-democracy protests on March 31 2005.
Shahi was appointed as a Member of Parliament when the  was formed in January 2007. Shahi swore his oath as a parliamentarian on January 24 2007.
After the  Shahi was nominated to the Assembly by the outgoing cabinet."
Gobinda Bahadur Shah,https://en.wikipedia.org/wiki/Gobinda_Bahadur_Shah,Gobinda Bahadur Shah (: ) is a  politician. He was elected to the  in the  on behalf of the . Shah was the NC candidate in the Achham-1 constituency for the .
Binod Kumar Shah,https://en.wikipedia.org/wiki/Binod_Kumar_Shah,Binod Kumar Shah is a  politician. In the  he was elected to the  as the candidate of the  from the -2 constituency. Shah won with 13640 votes against 6725 votes for  of the . Shah later joined the  along with his entire team in the districts of Bheri and Karnali zones which caused a rift between NWPP and CPN(UML). In July 2005 he was appointed Assistant Minister for Water Resource by . Now he has been engaging in politics of Nepal being as a Central Committee member of Nepal Communist Party.
Bhakta Bahadur Shah,https://en.wikipedia.org/wiki/Bhakta_Bahadur_Shah,Bhakta Bahadur Shah (: ) is a  politician belonging to the . In the  he was elected from the -2 constituency winning 11938 votes.
Bharat Kumar Shah,https://en.wikipedia.org/wiki/Bharat_Kumar_Shah,"Bharat Kumar Shah is a Nepalese politician. He was elected to the  in the  on behalf of the . Shah was the NC candidate in the Rupandehi-5 constituency for the  and was the  candidate in the Rupandehi-5 constituency for the new  and won the election.
Bharat Shah has a wife Anita Shah and two sons."
Ajaya Pratap Shah,https://en.wikipedia.org/wiki/Ajaya_Pratap_Shah,"Ajaya Pratap Shah (died September 12 ? in  ) was a  politician belonging to the . In  he was elected from the -4 constituency with 14091 votes.
After the royal coup d'état in February 2005 Shah went into exile in .
After his death RPP nominated his son  to take his parliamentary seat in January 2008."
Abhishek Pratap Shah,https://en.wikipedia.org/wiki/Abhishek_Pratap_Shah,"Abhishek Pratap Shah (:  born 1 October 1982) is a  politician belonging to . He serves as the member of parliament for . He was previously a member of the first and second Constituent Assembly of Nepal representing Kapilvastu 5.
Shah has a Bachelor of Business Administration (BBA) degree from Babu Banarasi Das National Institute of Technology and Management in .
In January 2008 Shah was nominated to the  taking the seat of his deceased father  who was an MP for the . In March 2008 he resigned from the interim legislature and joined the . In the  he was elected from the Kapilvastu 5 constituency winning 15694 votes. Shah was the youngest member elected to the . He was re-elected from the same constituency in the  elections.
In 2017 he left the  and joined  ahead of the . He was elected from  securing 20001 votes. He was a member in the Industry Commerce Labour and Consumer Welfare Committee of the ."
Narayan Prakash Saud,https://en.wikipedia.org/wiki/Narayan_Prakash_Saud,"Narayan Prakash Saud (:  commonly known as ) is a  politician currently serving as the  since April 2023. A central member of  Saud previously served as the  from 25 February 2014 to 11 October 2015 in . He is a member of the  from  having won the seat in the .
First elelcted to the Pratinidhi Sabha from  in the  Saud served as the Minister of State for Education and Sports from 1999 to 2001. He opted to switch seat to Kanchapur 2 in the  but was defeated by 's . He was elected from Kanchanpur 2 in the  but was again defeated in the . Saud won the seat back in 2022 defeating the sitting member  of ."
Golchhe Sarki,https://en.wikipedia.org/wiki/Golchhe_Sarki,"Golchhe Sarki was a  politician hailing from the  community. In 1988 the  was formed with Sarki as its president. In the  he was elected to the  as the candidate of the . During his tenure as MP he became famous for attacking the minister  with his shoe in the assembly.
In 1992 Sarki was reelected as president of the Utpidit Jatiya Utthan Manch.
When the CPN(UML) was divided in 1998 Sarki joined the . He rejoined CPN(UML) in 2002 as the two parties reunified.
Golchhe supported the royal takeover on February 1 2005. As a consequence he was expelled from the party on March 14 2005. In July 2005 he was appointed Assistant Minister for Transport Management by . Golchhe commented his appointment by saying that ""My nomination is an honour for the whole Dalit society"". In December 2005 as the cabinet was reshuffled he was appointed Assistant Minister for Women Children and Social Welfare.
Golchhe died on December 29 2006."
Bidur Prasad Sapkota,https://en.wikipedia.org/wiki/Bidur_Prasad_Sapkota,Bidur Prasad Sapkota (: ) is  politician belonging to the . In 2013 he won the –4 seat in the  with total votes of 16 754.
Agni Prasad Sapkota,https://en.wikipedia.org/wiki/Agni_Sapkota,"Agni Prasad Sapkota (: ; born 7 March 1958) is a  and former speaker of the . He was elected speaker unopposed on 26 January 2020 after the previous   resigned over allegations of attempted sexual assault.
Sapkota previously served as a minister in the cabinets of prime ministers  and .
Sapkota started his early political life as a student activist in 1975. He registered as a general member of the  in 1978 and served as the founding secretary of the Sindhupalchok district chapter of the party in 1980. He became a full-time political activist in 1991 resigning from the post of headmaster of a high school. He filed his candidacy for the House of Representatives in the  but was unable to get on the ballot. Sapkota became a central committee member of the  led by  in 1995 after the party split from the .
When the CPN (Maoist) decided to initiate  he went underground in 1996 and continuously led the movement. He led several party committees and commanded troops of the  during the 10-year-long people's war. He was elected politburo member from the party's second national conference held in February 2001. He was also elected a central member of the 41-member  a parallel state administration exercised by the Maoists announced in November 2001. Sapkota along with  and  were members of a dialogue team setup by the Maoists to hold peace talks with the government in 2001 which was unsuccessful in finding a middle ground after three rounds of meetings.
Sapkota has been alleged for the murder of Arjun Lama in 2005. Lama was abducted by maoists on 19 April 2005. Lama's wife tried to file a police report against maoists including Agni Sapkota but the police refused to register fearing reprisals by maoists. Eventually a writ was filed in Supreme Court and the court ordered Kavre Police to register the murder case on 11 August 2008.
After the end of the Maoist insurrection Sapkota was elected to the Constituent Assembly  which the Maoists won in a landslide. He was reelected  and thus served two terms as a member of the Constituent Assembly from .  He served as a standing committee member of the CPN (Maoist Centre) and was a spokesperson of the party and was in-charge of the publicity and education department of the party.
He has served twice as a minister—first as the  from May to July 2011 and later as the  from October 2015 to July 2016. Despite his very short term as Minister for Information and Communication a frequency policy was formulated under his lead and a frequency distribution system was established. He also ensured budget allocation for different facilities to journalists including life insurance and capacity building training of journalists as a part of the role of the government for  promotion and development of the free press. During his tenure as Minister for Forests and Soil Conversation Sapkota visited China on the invitation of the Chinese Minister for State Forestry Administration in January 2016 where in a meeting with his Chinese counterpart China sought for two pairs of one-horned rhinoceros. He proceeded with the proposal of handing over the pair of rhinos and in July 2016 the cabinet officially decided to gift two pairs of the endangered animal to China.
He was a member of the  from  having been elected in . After then-speaker Krishna Bahadur Mahara resigned in the wake of allegations of sexual assault and attempted rape of a parliamentary staffer Sapkota was elected speaker unopposed on 26 January 2020 after his candidacy was put forth by the ruling  and was administered the oath of office the next day by  .

Sapkota was elected to the  in 2008 from  with a margin of over 20000 votes than his next closest opponent. He was reelected in 2013 from the same constituency but with a heavily reduced majority of just 650 votes. For the 2017 federal polls the left alliance consisting of the  and Communist Party of Nepal (Maoist Centre) nominated him as a common candidate for  and he successfully unseated '  who was then serving as the Minister of Information and Communications winning by over 10000 votes. Only the top two candidates are shown below.






Sapkota was born in Kubhinde  in a low-middle class peasant family. He is married to Tara Devi and they have three sons. He completed his secondary school education from Krishna Ratna Ganga High School in .
A post-graduate from  Sapkota was a teacher for over 16 years before he formally joining full-time politics. He also served as the general secretary of the ."
Dila Sangraula,https://en.wikipedia.org/wiki/Dila_Sangraula,"Dila Sangraula  is a Nepali politician and a member of the  of the . In May 2019 she was elected the minister of labour of the shadow cabinet formed by the main opposition of the parliament Nepali Congress.
As of 2016 she is the president of  the women wing of ."
Ambika Sanwa,https://en.wikipedia.org/wiki/Ambika_Sanwa,"Ambika Sanwa
a is a  politician. He was elected to the  in   as the  candidate in the  constituency.
After the election Sanba was named Minister for Population and Environment in the CPN (UML) cabinet of .
In August 2005 after having been missing for seven months Sanba's family notified the press that he had joined the underground ."
Mahendra Kumar Raya,https://en.wikipedia.org/wiki/Mahendra_Kumar_Raya,"Mahendra Kumar Raya (: ) is a  politician. He is the current elected central working committee member of Nepali Congress.
He was elected to the  in the  on behalf of the ."
Keshar Man Rokka,https://en.wikipedia.org/wiki/Keshar_Man_Rokka,Keshar Man Rokka (: ) is a  politician. He was elected to the  in the  on behalf of the . Rokka was the NC candidate in the Rukum-1 constituency for the . He finished second obtaining 4015 votes (10% of the votes in the constituency).
Jun Kumari Roka (Oli),https://en.wikipedia.org/wiki/Jun_Kumari_Roka_(Oli),Jun Kumari Roka (Oli) (: ) is a  politician belonging to the . In the  she was elected from the -1 constituency by winning 31410 votes defeating the incumbent  MP  by a wide margin.
Hari Roka,https://en.wikipedia.org/wiki/Hari_Roka,"Hari Roka (: ) is a  politician. At the age of 13 he was sentenced to seven years imprisonment for having taken part in a demonstration and took HSC at 13.
He has studied at Ph.D-level (yet to be completed) at  . In 2007 he was nominated to the . In July 2008 he became a nominated member of the Constituent Assembly on behalf of ."
Minendra Rijal,https://en.wikipedia.org/wiki/Minendra_Rijal,"Minendra Rijal (: ) is a  politician and former . He is also member of the .
He is a former member of  party Central Working Committee. He served as  during the  of the . 
Recently Rijal resigned as Defence minister after he was unable to win internal election of party for general secretary.
He was elected to parliament from  in the . Morang-2 is the constituency from where Late PM  used to contest the election.
He was also one of the architects of the mixed electoral system that ensured better social and gender diversity in the Constituent Assembly."
Ganesh Prasad Rijal,https://en.wikipedia.org/wiki/Ganesh_Prasad_Rijal,"Ganesh Prasad Rijal (:  11 May 1920 – 4 April 1998) was a  politician. He took part in the  and later in 1959 elected as a member of parliament from  district. On 15 December 1960 King Mahendra suspended the constitution dissolved the elected parliament dismissed the cabinet imposed direct rule and imprisoned the then prime minister  and his closest government colleagues. After King Mahendra's coup Rijal was exiled to India along with other leaders and workers of  party. During his exile he resided in  and  in Indian state of . He returned homeland in 1975 following government granting amnesty and continued his political career residing in  and  simultaneously.
Rijal died on 4 April 1998 in  in  of  due to cardiac arrest."
Sarala Regmi,https://en.wikipedia.org/wiki/Sarala_Regmi,"Sarala Regmi (: ) is a  politician belonging to the . In January 2007 she was nominated to the  on behalf of the pre-split  (later renamed UCPN (Maoist)). In April 2008 she won the -1 seat in the  defeating veteran  leader .
She belonged to the hardline faction inside UCPN (Maoist) and after the split in the party she became a  member of the new CPN (Maoist)."
Top Bahadur Rayamajhi,https://en.wikipedia.org/wiki/Top_Bahadur_Rayamajhi,"Top Bahadur Rayamajhi or (: ) is a Nepalese politician and former . Rayamajhi was a member of the . Rayamajhi is the secretary of .
He was born in Argha VDC ward number 2 of Arghakhanchi district in year 1961.
Rayamajhi assumed the post of Deputy Prime Minister and Minister for Energy in the . He is a standing committee member of .  He started his political career back in 1974.
He served as the minister for various ministries of Government of Nepal in the past years including Ministry of Physical Planning and Constructions Ministry of Local Development Ministry of Peace and Reconstruction."
Dhyan Govinda Ranjit,https://en.wikipedia.org/wiki/Dhyan_Govinda_Ranjit,"Dhyan Govinda Ranjit


 a.k.a.  (/: ध्यान गोबिन्द रञ्जित) is a  politician and a leader of . He is a member of Nepalese constituent assembly/Nepalese Parliament. Ranjit has twice been elected to the  from  constituency on two consecutive elections. He is an elected member of  parliamentary party working committee (Nepali: संसदीय दलको कार्यसमिति) representing Province-3 (Nepali: Pradesh-3). He was a representative of Nepali Congress in  (Nepali:कार्य व्यवस्था परामर्श समिति) . He is the Past President of  District Committee of .
Ranjit has been active in Nepalese politics since the ""civil disobidience movement"" () in 1954 (2014 ). He was amongst the first group of activists imprisoned in  the  of 1960 (2017 ) by  for advocating democracy and supporting elected Prime Minister . During 's direct rule after  of 1960 (1 Poush 2017) he was accused of Sedition (Nepali:राजद्रोह) for trying to establish democratic political system against King's direct autocratic system due to which he was imprisoned for around a decade in various prisons in Nepal and spent many years in exile along with leaders like    and .
Ranjit was born in Majipat  to Narayan Govinda Ranjit and Mohan Devi Ranjit. He obtained school level education from J.P. High School. He was arrested at a young age of 17 during King's direct rule of Nepal for supporting democracy. In spite of being in and out of prison for most of his life for advocating freedom and democracy in Nepal he obtained  () and studied  and .
Ranjit was active to restore democracy in Nepal during entire 30-year period of autocratic rule by Nepalese Monarchy called as . He was one of the founders of  (Nepali:Nepal Bidhyarthi Sangh) and served in various capacity as leader of Nepal Student Union (Nepali:Nepal Bidhyarthi Sangh) and then banned .
He was one of the main leaders involved in restoration of democracy during king's direct rule in Nepal.
Ranjit was imprisoned by the partyless Panchayati Government of Nepal for more than ten years for advocating freedom and multi party democracy in Nepal. During the partyless  (1960–1990) he spent many years in exile in  along with Supreme Leader of  .
After restoration of democracy he ran for election for Member of Parliament in 1994 (2051 ) from Kathmandu Constituency No. 7 on behalf of .
Ranjit is an elected member of Nepalese Constituent Assembly/Nepalese Parliament. He has been elected to Constituent Assembly for the second time from Kathmandu constituency in November 2013. He was also elected from the same constituency in 2008.
Ranjit was an elected member of the  parliamentary party working committee. He was a representative of  in  (Nepali: कार्य व्यवस्था परामर्श समिति) of /Nepalese Parliament an important committee coordinating all activities of /Nepalese Parliament. 
Ranjit represented Nepali Congress in  which is a thematic committee of .
Ranjit is advisor to numerous social organizations in Nepal. In the past he has been elected to the executive committee of Nepal Council of World Affairs.
In November 2013 Ranjit got elected to Constituent Assembly for the second time from Kathmandu.
He was the coordinator of  Mahasamiti preparation committee which successfully carried out preparations for  Mahasamiti meeting held from November 1 to November 3 2009 in  . The party has 1250 representatives in the Mahasamiti the second powerful body in the party.
He was the chief guest in an interaction programme jointly organized by the Russian Center for Science and Culture and the Nepal Council of World Affairs in February 2009. The interaction programme was  titled ‘foreign policy of Russia in the present context’ and marked the 200th anniversary of the diplomatic day of Russia.
On 29 December 2008 he presented a letter of appreciation to  a Korean mountaineer who has climbed all of the world's 14 mountains above 8000 metres. The facilitation programme was organized by Nepal Korea Cooperation Council.
He was the chief guest in the programme organized on 16 June 2008 at the Russian Centre of Science and Culture to mark the 45th Anniversary of the Cosmos Flight by the world's first woman cosmonaut Valentina Terehkova (i.e. on June 16 1963).
In April 2008 he won the Kathmandu-9 seat in the  under the first-past-the-post (FPTP) system.
He was the Coordinator of the Martyrs Day Main Organising Committee 2063 (2007) to mark Martyrs Day in Nepal.
In the past he served as the head of seven party alliance delegates overseeing the activities of the city."
Lal Bahadur Rawal,https://en.wikipedia.org/wiki/Lal_Bahadur_Rawal,Lal Bahadur Rawal (: ) is a member of . He won Bajhang–2 seat in CA assembly 2013 from .
Nagendra Kumar Ray,https://en.wikipedia.org/wiki/Nagendra_Kumar_Ray,Nagendra Kumar Ray (: ) is a  politician. He was elected to the  in the  on behalf of the .
Arjun Rai,https://en.wikipedia.org/wiki/Arjun_Rai,Arjun Rai (: ) (b. Khalle ) is a  politician belonging to the . He is an Alternative Central Committee of RJP. Rai has an  in . He had joined  in 1979 but later joined the pro- Nepal Youth Organization. He was the  chairman of the organization 1986–1989. In 1990 he joined the . During some periods he served as Khotant district chair of the party. When RPP split in 2005 he joined the RJP. After the  he became a Constituent Assembly member.
Madhukar Shamsher Rana,https://en.wikipedia.org/wiki/Madhukar_Shamshere_Rana,"Madhukar Shamsher Rana (: ) (19 July 1941 – 16 October 2019) was a   who served as  in 2005 and was Professor of  at the  in Nepal. He was a member of the  dynasty of Nepal.
He was the founder of the first finance company in Nepal called Nepal Finance Company Ltd. (NEFINSCO). 
When he was the General Manager of the government owned National Trading Limited in the early '70s he left the company with a USD 5 million profit on its books the only GM of National Trading to ever do so."
Sher Dhan Rai,https://en.wikipedia.org/wiki/Sher_Dhan_Rai,"Sher Dhan Rai (: ; born 23 February 1971) is a Nepalese politician and Former  a province in eastern . He was elected parliamentary party leader of  the largest party in the  on 9 February 2018. Rai was subsequently appointed chief minister on 14 February 2018. He was previously elected to the  winning the Bhojpur–2 seat for the . Rai also served as a cabinet minister in the  and was appointed  in the .
Rai was born in Pasalbhanjyang   in  in a farming family to Jagir Man Rai and Ramri Maya Rai. His father was elected thrice as village chief during the  and for two more terms after the Panchayat system was replaced by multi-party democracy. Rai has a post-graduate degree in Sociology.
He married Jangmu Sherpa on 24 January 2021."
Mohammad Ishtiyaq Rayi,https://en.wikipedia.org/wiki/Mohammad_Estiyak_Rai,"Mohammad Ishtiyaq Rayi (: ) (born 2 November 1979) is a Nepali  who is served as the Minister for  in the ruling coalition government led by Prime Minister and  President .
Rai was elected as a Member of Parliament in the House of Representatives from the  in the . In the  he was elected from the -2 constituency winning 19396 votes."
Purna Prasad Rajbansi,https://en.wikipedia.org/wiki/Purna_Prasad_Rajbansi,Purna Prasad Rajbansi (: ) is a  politician belonging to the  (CPN[M]). In April 2008 as a member of the CPN(M) party at that time known as the Communist Party of Nepal (Maoist) he won the -3 seat in the  with 16685 votes defeating the Home Minister . Some time after 2009 in the breakup and merging of various communist parties in Nepal he was a member of the . This party later merged with other breakaway and minor parties and reunified as the Communist Party of Nepal (Maoist Centre) in 2016.
